"MemberID","EventDay","CreatedDate","BikeSteps","WalkSteps","SwimSteps","OtherSteps","TotalSteps","SpeedCheck","Channel","DeviceType","ProgramDate","CheaterProb"
86993,91,42970.29306,0,10472,0,0,10472,"Regular","WB","Manual","2017-08-22",2
86993,89,42970.29306,0,26495,0,0,26495,"Regular","WB","Manual","2017-08-20",18
86993,90,42970.29306,0,13845,0,0,13845,"Regular","WB","Manual","2017-08-21",3
86993,92,42971.28278,0,11368,0,0,11368,"Regular","WB","Manual","2017-08-23",2
86993,94,42978.6118,0,12093,0,0,12093,"Regular","WB","Manual","2017-08-25",3
86993,96,42978.6118,0,28461,0,0,28461,"Regular","WB","Manual","2017-08-27",23
86993,95,42978.6118,0,8943,0,0,8943,"Regular","WB","Manual","2017-08-26",2
86993,93,42978.6118,0,18274,0,0,18274,"Regular","WB","Manual","2017-08-24",6
86993,99,42978.6118,0,10283,0,0,10283,"Regular","WB","Manual","2017-08-30",2
86993,97,42978.6118,0,18394,0,0,18394,"Regular","WB","Manual","2017-08-28",6
86993,98,42978.6118,0,11027,0,0,11027,"Regular","WB","Manual","2017-08-29",2
104249,1,42880.70261,0,8498,0,0,8498,"Regular","PH","Manual","2017-05-24",1
104249,3,42885.54788,0,9999,0,0,9999,"Regular","WB","Manual","2017-05-26",1
104249,2,42885.54788,0,8234,0,0,8234,"Regular","WB","Manual","2017-05-25",1
104249,5,42885.54788,0,10000,0,0,10000,"Regular","WB","Manual","2017-05-28",1
104249,4,42885.54788,0,12000,0,0,12000,"Regular","WB","Manual","2017-05-27",1
104249,6,42886.63046,0,10000,0,0,10000,"Regular","PH","Manual","2017-05-29",1
104249,8,42891.655,0,10000,0,0,10000,"Regular","PH","Manual","2017-05-31",1
104249,7,42891.655,0,10000,0,0,10000,"Regular","PH","Manual","2017-05-30",1
104249,9,42891.655,0,8622,0,0,8622,"Regular","PH","Manual","2017-06-01",1
104249,11,42891.655,0,10000,0,0,10000,"Regular","PH","Manual","2017-06-03",1
104249,12,42891.655,0,10000,0,0,10000,"Regular","PH","Manual","2017-06-04",1
104249,10,42891.655,0,8699,0,0,8699,"Regular","PH","Manual","2017-06-02",1
104249,13,42906.64288,0,7163,0,0,7163,"Regular","WB","Manual","2017-06-05",1
104249,15,42906.64288,0,7435,0,0,7435,"Regular","WB","Manual","2017-06-07",1
104249,14,42906.64288,0,5666,0,0,5666,"Regular","WB","Manual","2017-06-06",0
104249,17,42906.64288,0,5281,0,0,5281,"Regular","WB","Manual","2017-06-09",0
104249,18,42906.64288,0,7876,0,0,7876,"Regular","WB","Manual","2017-06-10",1
104249,16,42906.64288,0,6380,0,0,6380,"Regular","WB","Manual","2017-06-08",1
104249,19,42906.64288,0,6680,0,0,6680,"Regular","WB","Manual","2017-06-11",1
104249,21,42906.64361,0,20720,0,0,20720,"Regular","WB","Manual","2017-06-13",5
104249,20,42906.64361,0,17787,0,0,17787,"Regular","WB","Manual","2017-06-12",3
104249,24,42906.64361,0,15795,0,0,15795,"Regular","WB","Manual","2017-06-16",2
104249,23,42906.64361,0,15395,0,0,15395,"Regular","WB","Manual","2017-06-15",2
104249,22,42906.64361,0,14459,0,0,14459,"Regular","WB","Manual","2017-06-14",2
104249,27,42906.64361,0,8500,0,0,8500,"Regular","WB","Manual","2017-06-19",1
104249,26,42906.64361,0,10000,0,0,10000,"Regular","WB","Manual","2017-06-18",1
104249,25,42906.64361,0,5000,0,0,5000,"Regular","WB","Manual","2017-06-17",0
104249,30,42921.72955,0,11227,0,0,11227,"Regular","PH","Manual","2017-06-22",1
104249,29,42921.72955,0,10141,0,0,10141,"Regular","PH","Manual","2017-06-21",1
104249,28,42921.72895,0,10634,0,0,10634,"Regular","PH","Manual","2017-06-20",1
104249,31,42921.73021,0,7085,0,0,7085,"Regular","PH","Manual","2017-06-23",1
104249,33,42921.73082,0,11001,0,0,11001,"Regular","PH","Manual","2017-06-25",1
104249,32,42921.73021,0,12378,0,0,12378,"Regular","PH","Manual","2017-06-24",1
104249,36,42921.73127,0,9720,0,0,9720,"Regular","PH","Manual","2017-06-28",1
104249,34,42921.73082,0,11796,0,0,11796,"Regular","PH","Manual","2017-06-26",1
104249,35,42921.73127,0,12673,0,0,12673,"Regular","PH","Manual","2017-06-27",1
104249,38,42921.73175,0,7000,0,0,7000,"Regular","PH","Manual","2017-06-30",1
104249,37,42921.73175,0,13766,0,0,13766,"Regular","PH","Manual","2017-06-29",2
104249,39,42921.73231,0,7008,0,0,7008,"Regular","PH","Manual","2017-07-01",1
104249,40,42921.73231,0,15625,0,0,15625,"Regular","PH","Manual","2017-07-02",2
104249,44,42933.93656,0,7843,0,0,7843,"Regular","PH","Manual","2017-07-06",1
104249,43,42933.93656,0,10545,0,0,10545,"Regular","PH","Manual","2017-07-05",1
104249,41,42921.73253,0,10000,0,0,10000,"Regular","PH","Manual","2017-07-03",1
104249,42,42921.73284,0,6915,0,0,6915,"Regular","PH","Manual","2017-07-04",1
104249,47,42933.93656,0,10786,0,0,10786,"Regular","PH","Manual","2017-07-09",1
104249,46,42933.93656,0,10001,0,0,10001,"Regular","PH","Manual","2017-07-08",1
104249,48,42933.93656,0,13872,0,0,13872,"Regular","PH","Manual","2017-07-10",2
104249,45,42933.93656,0,12191,0,0,12191,"Regular","PH","Manual","2017-07-07",1
104249,51,42933.93656,0,11200,0,0,11200,"Regular","PH","Manual","2017-07-13",1
104249,49,42933.93656,0,10542,0,0,10542,"Regular","PH","Manual","2017-07-11",1
104249,52,42933.93656,0,6582,0,0,6582,"Regular","PH","Manual","2017-07-14",1
104249,50,42933.93656,0,5344,0,0,5344,"Regular","PH","Manual","2017-07-12",0
104249,56,42951.69406,0,11771,0,0,11771,"Regular","WB","Manual","2017-07-18",1
104249,55,42951.69406,0,13210,0,0,13210,"Regular","WB","Manual","2017-07-17",2
104249,54,42933.93656,0,10854,0,0,10854,"Regular","PH","Manual","2017-07-16",1
104249,53,42933.93656,0,12486,0,0,12486,"Regular","PH","Manual","2017-07-15",1
104249,60,42951.69406,0,11909,0,0,11909,"Regular","WB","Manual","2017-07-22",1
104249,58,42951.69406,0,11461,0,0,11461,"Regular","WB","Manual","2017-07-20",1
104249,59,42951.69406,0,6789,0,0,6789,"Regular","WB","Manual","2017-07-21",1
104249,57,42951.69406,0,13766,0,0,13766,"Regular","WB","Manual","2017-07-19",2
104249,62,42951.69406,0,10000,0,0,10000,"Regular","WB","Manual","2017-07-24",1
104249,64,42951.69406,0,10727,0,0,10727,"Regular","WB","Manual","2017-07-26",1
104249,61,42951.69406,0,5890,0,0,5890,"Regular","WB","Manual","2017-07-23",1
104249,63,42951.69406,0,14953,0,0,14953,"Regular","WB","Manual","2017-07-25",2
104249,68,42951.69406,0,10987,0,0,10987,"Regular","WB","Manual","2017-07-30",1
104249,66,42951.69406,0,4760,0,0,4760,"Regular","WB","Manual","2017-07-28",0
104249,65,42951.69406,0,15562,0,0,15562,"Regular","WB","Manual","2017-07-27",2
104249,67,42951.69406,0,12193,0,0,12193,"Regular","WB","Manual","2017-07-29",1
104249,72,42951.69406,0,11761,0,0,11761,"Regular","WB","Manual","2017-08-03",1
104249,69,42951.69406,0,13449,0,0,13449,"Regular","WB","Manual","2017-07-31",2
104249,70,42951.69406,0,11919,0,0,11919,"Regular","WB","Manual","2017-08-01",1
104249,71,42951.69406,0,10728,0,0,10728,"Regular","WB","Manual","2017-08-02",1
104249,75,42979.62902,0,6908,0,0,6908,"Regular","WB","Manual","2017-08-06",1
104249,73,42979.62902,0,10000,0,0,10000,"Regular","WB","Manual","2017-08-04",1
104249,76,42979.62902,0,7658,0,0,7658,"Regular","WB","Manual","2017-08-07",1
104249,74,42979.62902,0,13332,0,0,13332,"Regular","WB","Manual","2017-08-05",2
104249,80,42979.62902,0,11217,0,0,11217,"Regular","WB","Manual","2017-08-11",1
104249,77,42979.62902,0,6578,0,0,6578,"Regular","WB","Manual","2017-08-08",1
104249,79,42979.62902,0,6785,0,0,6785,"Regular","WB","Manual","2017-08-10",1
104249,78,42979.62902,0,12002,0,0,12002,"Regular","WB","Manual","2017-08-09",1
104249,83,42979.62902,0,8337,0,0,8337,"Regular","WB","Manual","2017-08-14",1
104249,84,42979.62902,0,10766,0,0,10766,"Regular","WB","Manual","2017-08-15",1
104249,82,42979.62902,0,10892,0,0,10892,"Regular","WB","Manual","2017-08-13",1
104249,81,42979.62902,0,8165,0,0,8165,"Regular","WB","Manual","2017-08-12",1
104249,86,42979.62902,0,10012,0,0,10012,"Regular","WB","Manual","2017-08-17",1
104249,87,42979.62902,0,7658,0,0,7658,"Regular","WB","Manual","2017-08-18",1
104249,88,42979.62902,0,6547,0,0,6547,"Regular","WB","Manual","2017-08-19",1
104249,85,42979.62902,0,7658,0,0,7658,"Regular","WB","Manual","2017-08-16",1
104249,91,42979.62902,0,7865,0,0,7865,"Regular","WB","Manual","2017-08-22",1
104249,90,42979.62902,0,8945,0,0,8945,"Regular","WB","Manual","2017-08-21",1
104249,92,42979.62902,0,13592,0,0,13592,"Regular","WB","Manual","2017-08-23",2
104249,89,42979.62902,0,8769,0,0,8769,"Regular","WB","Manual","2017-08-20",1
104249,95,42979.62902,0,6776,0,0,6776,"Regular","WB","Manual","2017-08-26",1
104249,94,42979.62902,0,11381,0,0,11381,"Regular","WB","Manual","2017-08-25",1
104249,96,42979.62902,0,7658,0,0,7658,"Regular","WB","Manual","2017-08-27",1
104249,93,42979.62902,0,12529,0,0,12529,"Regular","WB","Manual","2017-08-24",1
104249,98,42979.62902,0,11919,0,0,11919,"Regular","WB","Manual","2017-08-29",1
104249,100,42979.62902,0,7865,0,0,7865,"Regular","WB","Manual","2017-08-31",1
104249,97,42979.62902,0,13418,0,0,13418,"Regular","WB","Manual","2017-08-28",2
104249,99,42979.62902,0,12966,0,0,12966,"Regular","WB","Manual","2017-08-30",1
115208,2,42900.91819,0,5655,0,0,5655,"Regular","WB","Manual","2017-05-25",1
115208,3,42900.91819,0,4012,0,0,4012,"Regular","WB","Manual","2017-05-26",1
115208,1,42900.91819,0,18300,0,0,18300,"Regular","WB","Manual","2017-05-24",8
115208,4,42900.91819,0,7291,0,0,7291,"Regular","WB","Manual","2017-05-27",2
115208,5,42900.91819,0,8802,0,0,8802,"Regular","WB","Manual","2017-05-28",2
115208,6,42900.91819,0,15255,0,0,15255,"Regular","WB","Manual","2017-05-29",5
115208,9,42900.91819,0,11952,0,0,11952,"Regular","WB","Manual","2017-06-01",3
115208,8,42900.91819,0,4252,0,0,4252,"Regular","WB","Manual","2017-05-31",1
115208,7,42900.91819,0,5016,0,0,5016,"Regular","WB","Manual","2017-05-30",1
115208,11,42900.91819,0,6148,0,0,6148,"Regular","WB","Manual","2017-06-03",1
115208,10,42900.91819,0,3805,0,0,3805,"Regular","WB","Manual","2017-06-02",1
115208,12,42900.91819,0,8824,0,0,8824,"Regular","WB","Manual","2017-06-04",2
115208,14,42900.91819,0,8859,0,0,8859,"Regular","WB","Manual","2017-06-06",2
115208,13,42900.91819,0,4309,0,0,4309,"Regular","WB","Manual","2017-06-05",1
115208,15,42900.91819,0,3492,0,0,3492,"Regular","WB","Manual","2017-06-07",1
115208,17,42900.91819,0,3815,0,0,3815,"Regular","WB","Manual","2017-06-09",1
115208,18,42900.91819,0,7904,0,0,7904,"Regular","WB","Manual","2017-06-10",2
115208,16,42900.91819,0,4585,0,0,4585,"Regular","WB","Manual","2017-06-08",1
115208,21,42900.91819,0,11159,0,0,11159,"Regular","WB","Manual","2017-06-13",3
115208,19,42900.91819,0,11855,0,0,11855,"Regular","WB","Manual","2017-06-11",3
115208,20,42900.91819,0,6142,0,0,6142,"Regular","WB","Manual","2017-06-12",1
115208,23,42947.60576,0,13839,0,0,13839,"Regular","WB","Manual","2017-06-15",4
115208,24,42947.60576,0,14522,0,0,14522,"Regular","WB","Manual","2017-06-16",5
115208,22,42947.60576,0,8318,0,0,8318,"Regular","WB","Manual","2017-06-14",2
115208,27,42947.60576,0,4492,0,0,4492,"Regular","WB","Manual","2017-06-19",1
115208,25,42947.60576,0,5578,0,0,5578,"Regular","WB","Manual","2017-06-17",1
115208,26,42947.60576,0,13890,0,0,13890,"Regular","WB","Manual","2017-06-18",4
115208,30,42947.60576,0,4190,0,0,4190,"Regular","WB","Manual","2017-06-22",1
115208,29,42947.60576,0,9688,0,0,9688,"Regular","WB","Manual","2017-06-21",2
115208,28,42947.60576,0,10378,0,0,10378,"Regular","WB","Manual","2017-06-20",3
115208,33,42947.60576,0,4842,0,0,4842,"Regular","WB","Manual","2017-06-25",1
115208,32,42947.60576,0,4263,0,0,4263,"Regular","WB","Manual","2017-06-24",1
115208,31,42947.60576,0,5419,0,0,5419,"Regular","WB","Manual","2017-06-23",1
115208,35,42947.60576,0,7038,0,0,7038,"Regular","WB","Manual","2017-06-27",2
115208,36,42947.60576,0,6893,0,0,6893,"Regular","WB","Manual","2017-06-28",2
115208,34,42947.60576,0,7979,0,0,7979,"Regular","WB","Manual","2017-06-26",2
115208,40,42947.60576,0,7509,0,0,7509,"Regular","WB","Manual","2017-07-02",2
115208,38,42947.60576,0,7114,0,0,7114,"Regular","WB","Manual","2017-06-30",2
115208,39,42947.60576,0,13506,0,0,13506,"Regular","WB","Manual","2017-07-01",4
115208,37,42947.60576,0,8452,0,0,8452,"Regular","WB","Manual","2017-06-29",2
115208,44,42947.60576,0,8334,0,0,8334,"Regular","WB","Manual","2017-07-06",2
115208,42,42947.60576,0,7697,0,0,7697,"Regular","WB","Manual","2017-07-04",2
115208,43,42947.60576,0,6768,0,0,6768,"Regular","WB","Manual","2017-07-05",1
115208,41,42947.60576,0,7697,0,0,7697,"Regular","WB","Manual","2017-07-03",2
115208,47,42947.60576,0,16011,0,0,16011,"Regular","WB","Manual","2017-07-09",6
115208,48,42947.60576,0,11345,0,0,11345,"Regular","WB","Manual","2017-07-10",3
115208,46,42947.60576,0,16628,0,0,16628,"Regular","WB","Manual","2017-07-08",6
115208,45,42947.60576,0,6467,0,0,6467,"Regular","WB","Manual","2017-07-07",1
115208,52,42947.60576,0,11560,0,0,11560,"Regular","WB","Manual","2017-07-14",3
115208,50,42947.60576,0,16111,0,0,16111,"Regular","WB","Manual","2017-07-12",6
115208,49,42947.60576,0,14222,0,0,14222,"Regular","WB","Manual","2017-07-11",4
115208,51,42947.60576,0,14856,0,0,14856,"Regular","WB","Manual","2017-07-13",5
115208,53,42947.60576,0,14379,0,0,14379,"Regular","WB","Manual","2017-07-15",4
115208,56,42947.60576,0,6975,0,0,6975,"Regular","WB","Manual","2017-07-18",2
115208,54,42947.60576,0,6450,0,0,6450,"Regular","WB","Manual","2017-07-16",1
115208,55,42947.60576,0,8430,0,0,8430,"Regular","WB","Manual","2017-07-17",2
115208,60,42947.60576,0,7208,0,0,7208,"Regular","WB","Manual","2017-07-22",2
115208,58,42947.60576,0,3249,0,0,3249,"Regular","WB","Manual","2017-07-20",1
115208,59,42947.60576,0,9517,0,0,9517,"Regular","WB","Manual","2017-07-21",2
115208,57,42947.60576,0,11573,0,0,11573,"Regular","WB","Manual","2017-07-19",3
115208,64,42947.60576,0,14493,0,0,14493,"Regular","WB","Manual","2017-07-26",5
115208,62,42947.60576,0,12102,0,0,12102,"Regular","WB","Manual","2017-07-24",3
115208,61,42947.60576,0,4337,0,0,4337,"Regular","WB","Manual","2017-07-23",1
115208,63,42947.60576,0,8486,0,0,8486,"Regular","WB","Manual","2017-07-25",2
115208,67,42947.60576,0,4378,0,0,4378,"Regular","WB","Manual","2017-07-29",1
115208,65,42947.60576,0,10798,0,0,10798,"Regular","WB","Manual","2017-07-27",3
115208,66,42947.60576,0,6989,0,0,6989,"Regular","WB","Manual","2017-07-28",2
115208,68,42947.60576,0,10226,0,0,10226,"Regular","WB","Manual","2017-07-30",2
115208,69,42950.14965,0,10978,0,0,10978,"Regular","WB","Manual","2017-07-31",3
115208,70,42950.14965,0,5933,0,0,5933,"Regular","WB","Manual","2017-08-01",1
115208,71,42950.86885,0,13354,0,0,13354,"Regular","WB","Manual","2017-08-02",4
115208,72,42954.64445,0,6435,0,0,6435,"Regular","WB","Manual","2017-08-03",1
115208,75,42954.64445,0,5758,0,0,5758,"Regular","WB","GM","2017-08-06",1
115208,73,42954.64445,0,14435,0,0,14435,"Regular","WB","GM","2017-08-04",4
115208,74,42954.64445,0,8581,0,0,8581,"Regular","WB","Manual","2017-08-05",2
115208,76,42961.79358,0,13773,0,0,13773,"Regular","WB","GM","2017-08-07",4
115208,78,42961.79358,0,6150,0,0,6150,"Regular","WB","Manual","2017-08-09",1
115208,77,42961.79358,0,14563,0,0,14563,"Regular","WB","GM","2017-08-08",5
115208,79,42961.79358,0,12517,0,0,12517,"Regular","WB","GM","2017-08-10",3
115208,80,42961.79358,0,8850,0,0,8850,"Regular","WB","Manual","2017-08-11",2
115208,83,42968.85101,0,6997,0,0,6997,"Regular","WB","GM","2017-08-14",2
115208,84,42968.85101,0,20321,0,0,20321,"Regular","WB","GM","2017-08-15",10
115208,82,42961.79358,0,12461,0,0,12461,"Regular","WB","GM","2017-08-13",3
115208,81,42961.79358,0,7163,0,0,7163,"Regular","WB","Manual","2017-08-12",2
115208,86,42968.85101,0,9737,0,0,9737,"Regular","WB","Manual","2017-08-17",2
115208,87,42968.85101,0,16834,0,0,16834,"Regular","WB","GM","2017-08-18",6
115208,88,42968.85101,0,12103,0,0,12103,"Regular","WB","Manual","2017-08-19",3
115208,85,42968.85101,0,11112,0,0,11112,"Regular","WB","Manual","2017-08-16",3
115208,89,42968.85101,0,9660,0,0,9660,"Regular","WB","Manual","2017-08-20",2
115208,91,42970.79797,0,15579,0,0,15579,"Regular","WB","Manual","2017-08-22",5
115208,90,42970.79797,0,8623,0,0,8623,"Regular","WB","Manual","2017-08-21",2
115522,1,42881.08547,0,10488,0,0,10488,"Regular","WB","GM","2017-05-24",2
115522,2,42881.95999,0,10180,0,0,10180,"Regular","WB","GM","2017-05-25",2
115522,3,42885.56535,0,14712,0,0,14712,"Regular","WB","GM","2017-05-26",4
115522,5,42885.56535,0,16079,0,0,16079,"Regular","WB","GM","2017-05-28",4
115522,6,42885.56535,0,14888,0,0,14888,"Regular","WB","GM","2017-05-29",4
115522,4,42885.56535,0,10691,0,0,10691,"Regular","WB","GM","2017-05-27",2
